clima,value,trait
nclim,0.330273005366325,aleaf_cwm
nclim,0.328162702918053,aleaf_cwm
nclim,0.32452979683876,aleaf_cwm
nclim,0.33542640209198,aleaf_cwm
nclim,0.333449697494507,aleaf_cwm
nclim,0.308749702572823,aleaf_cwm
nclim,0.328171694278717,aleaf_cwm
nclim,0.331502401828766,aleaf_cwm
nclim,0.332876098155975,aleaf_cwm
nclim,0.333398300409317,aleaf_cwm
nclim,0.333635500073433,aleaf_cwm
nclim,0.334648695588112,aleaf_cwm
nclim,0.335986596345902,aleaf_cwm
nclim,0.335738798975944,aleaf_cwm
nclim,0.33540940284729,aleaf_cwm
nclim,0.335343301296234,aleaf_cwm
nclim,0.334831604361534,aleaf_cwm
nclim,0.332443502545357,aleaf_cwm
nclim,0.334643396735191,aleaf_cwm
nclim,0.335323503613472,aleaf_cwm
nclim,0.334346997737885,aleaf_cwm
nclim,0.331174007058144,aleaf_cwm
nclim,0.333516001701355,aleaf_cwm
nclim,0.332717502117157,aleaf_cwm
nclim,0.32721309363842,aleaf_cwm
nclim,0.310393097996712,aleaf_cwm
nclim,0.309534204006195,aleaf_cwm
nclim,0.330063501000404,aleaf_cwm
nclim,0.332254999876022,aleaf_cwm
nclim,0.328757199645042,aleaf_cwm
nclim,0.324234399199486,aleaf_cwm
nclim,0.322645395994186,aleaf_cwm
nclim,0.316909703612328,aleaf_cwm
nclim,0.328224301338196,aleaf_cwm
nclim,0.269233499467373,aleaf_cwm
nclim,0.306089097261429,aleaf_cwm
nclim,0.325014498829842,aleaf_cwm
nclim,0.328894701600075,aleaf_cwm
nclim,0.332033702731133,aleaf_cwm
nclim,0.332802495360374,aleaf_cwm
nclim,0.333393403887749,aleaf_cwm
nclim,0.333401802182198,aleaf_cwm
nclim,0.335467103123665,aleaf_cwm
nclim,0.336500903964043,aleaf_cwm
nclim,0.33653210401535,aleaf_cwm
nclim,0.33653259575367,aleaf_cwm
nclim,0.336003997921944,aleaf_cwm
nclim,0.335309106111526,aleaf_cwm
nclim,0.335197296738625,aleaf_cwm
nclim,0.335234200954437,aleaf_cwm
nclim,0.335763904452324,aleaf_cwm
nclim,0.3361074000597,aleaf_cwm
nclim,0.335624101758003,aleaf_cwm
nclim,0.334648001194,aleaf_cwm
nclim,0.332139098644257,aleaf_cwm
nclim,0.330293199419975,aleaf_cwm
nclim,0.32472560107708,aleaf_cwm
nclim,0.315290194749832,aleaf_cwm
nclim,0.310522195696831,aleaf_cwm
nclim,0.324089998006821,aleaf_cwm
nclim,0.321613299846649,aleaf_cwm
nclim,0.323222699761391,aleaf_cwm
nclim,0.329545098543167,aleaf_cwm
nclim,0.324708101153374,aleaf_cwm
nclim,0.322260800004005,aleaf_cwm
nclim,0.31241210103035,aleaf_cwm
nclim,0.335372698307037,aleaf_cwm
nclim,0.325266698002815,aleaf_cwm
nclim,0.328539401292801,aleaf_cwm
nclim,0.330368903279305,aleaf_cwm
nclim,0.330852404236794,aleaf_cwm
nclim,0.332327997684479,aleaf_cwm
nclim,0.333476799726486,aleaf_cwm
nclim,0.334191501140594,aleaf_cwm
nclim,0.336012998223305,aleaf_cwm
nclim,0.336829802393913,aleaf_cwm
nclim,0.336574795842171,aleaf_cwm
nclim,0.336290293931961,aleaf_cwm
nclim,0.335736104846001,aleaf_cwm
nclim,0.333192503452301,aleaf_cwm
nclim,0.335462000966072,aleaf_cwm
nclim,0.335412803292274,aleaf_cwm
nclim,0.333585700392723,aleaf_cwm
nclim,0.334002003073692,aleaf_cwm
nclim,0.335977202653885,aleaf_cwm
nclim,0.334456896781921,aleaf_cwm
nclim,0.333849599957466,aleaf_cwm
nclim,0.332302498817444,aleaf_cwm
nclim,0.329722300171852,aleaf_cwm
nclim,0.327230405807495,aleaf_cwm
nclim,0.313718700408936,aleaf_cwm
nclim,0.311788296699524,aleaf_cwm
nclim,0.317795097827911,aleaf_cwm
nclim,0.325493800640106,aleaf_cwm
nclim,0.328229200839996,aleaf_cwm
nclim,0.319343000650406,aleaf_cwm
nclim,0.317875602841377,aleaf_cwm
nclim,0.31484400331974,aleaf_cwm
nclim,0.313548302650452,aleaf_cwm
nclim,0.180000007152557,aleaf_cwm
nclim,0.328798800706863,aleaf_cwm
nclim,0.32787230014801,aleaf_cwm
nclim,0.326032900810242,aleaf_cwm
nclim,0.32807520031929,aleaf_cwm
nclim,0.330417397618294,aleaf_cwm
nclim,0.330697092413902,aleaf_cwm
nclim,0.333239099383354,aleaf_cwm
nclim,0.334150096774101,aleaf_cwm
nclim,0.335336899757385,aleaf_cwm
nclim,0.336343201994896,aleaf_cwm
nclim,0.336096802353859,aleaf_cwm
nclim,0.335587400197983,aleaf_cwm
nclim,0.335038900375366,aleaf_cwm
nclim,0.334859210252762,aleaf_cwm
nclim,0.335205200314522,aleaf_cwm
nclim,0.333182501792908,aleaf_cwm
nclim,0.335715800523758,aleaf_cwm
nclim,0.331331303715706,aleaf_cwm
nclim,0.335735696554184,aleaf_cwm
nclim,0.334735602140427,aleaf_cwm
nclim,0.333412098884583,aleaf_cwm
nclim,0.332398900389671,aleaf_cwm
nclim,0.331111598014832,aleaf_cwm
nclim,0.330256399512291,aleaf_cwm
nclim,0.324365797638893,aleaf_cwm
nclim,0.313304603099823,aleaf_cwm
nclim,0.315825194120407,aleaf_cwm
nclim,0.324941399693489,aleaf_cwm
nclim,0.324276301264763,aleaf_cwm
nclim,0.317709699273109,aleaf_cwm
nclim,0.317217701673508,aleaf_cwm
nclim,0.32423669397831,aleaf_cwm
nclim,0.322771197557449,aleaf_cwm
nclim,0.315162101387978,aleaf_cwm
nclim,0.329711601138115,aleaf_cwm
nclim,0.330237403512001,aleaf_cwm
nclim,0.330594599246979,aleaf_cwm
nclim,0.331059801578522,aleaf_cwm
nclim,0.330507701635361,aleaf_cwm
nclim,0.329756498336792,aleaf_cwm
nclim,0.330009201169014,aleaf_cwm
nclim,0.3331827044487,aleaf_cwm
nclim,0.334181401133537,aleaf_cwm
nclim,0.335090100765228,aleaf_cwm
nclim,0.335505405068398,aleaf_cwm
nclim,0.335668501257896,aleaf_cwm
nclim,0.334873899817467,aleaf_cwm
nclim,0.334576398134232,aleaf_cwm
nclim,0.334764397144318,aleaf_cwm
nclim,0.335212701559067,aleaf_cwm
nclim,0.335245299339294,aleaf_cwm
nclim,0.33554849922657,aleaf_cwm
nclim,0.335611003637314,aleaf_cwm
nclim,0.333422601222992,aleaf_cwm
nclim,0.334823700785637,aleaf_cwm
nclim,0.333913797140121,aleaf_cwm
nclim,0.330103996396065,aleaf_cwm
nclim,0.330784699320793,aleaf_cwm
nclim,0.329611897468567,aleaf_cwm
nclim,0.327443099021912,aleaf_cwm
nclim,0.318489196896553,aleaf_cwm
nclim,0.318669199943542,aleaf_cwm
nclim,0.320777899026871,aleaf_cwm
nclim,0.324059101939201,aleaf_cwm
nclim,0.319561699032784,aleaf_cwm
nclim,0.317055398225784,aleaf_cwm
nclim,0.325595799088478,aleaf_cwm
nclim,0.324252298474312,aleaf_cwm
nclim,0.316859698295593,aleaf_cwm
nclim,0.257466668883959,aleaf_cwm
nclim,0.297165696322918,aleaf_cwm
nclim,0.328202599287033,aleaf_cwm
nclim,0.329454198479652,aleaf_cwm
nclim,0.330949500203133,aleaf_cwm
nclim,0.332160598039627,aleaf_cwm
nclim,0.330507004261017,aleaf_cwm
nclim,0.329912704229355,aleaf_cwm
nclim,0.330306902527809,aleaf_cwm
nclim,0.332568502426147,aleaf_cwm
nclim,0.332113096117973,aleaf_cwm
nclim,0.334590902924538,aleaf_cwm
nclim,0.333193302154541,aleaf_cwm
nclim,0.335130301117897,aleaf_cwm
nclim,0.332443392276764,aleaf_cwm
nclim,0.334162297844887,aleaf_cwm
nclim,0.334614598751068,aleaf_cwm
nclim,0.335159203410149,aleaf_cwm
nclim,0.333185493946075,aleaf_cwm
nclim,0.335464602708817,aleaf_cwm
nclim,0.335156399011612,aleaf_cwm
nclim,0.332985898852348,aleaf_cwm
nclim,0.334575900435448,aleaf_cwm
nclim,0.332816305756569,aleaf_cwm
nclim,0.330976498126984,aleaf_cwm
nclim,0.330195903778076,aleaf_cwm
nclim,0.329070502519608,aleaf_cwm
nclim,0.327784505486488,aleaf_cwm
nclim,0.320573097467422,aleaf_cwm
nclim,0.319276803731918,aleaf_cwm
nclim,0.322611498832703,aleaf_cwm
nclim,0.324627301096916,aleaf_cwm
nclim,0.32500059902668,aleaf_cwm
nclim,0.325056198239326,aleaf_cwm
nclim,0.327315598726273,aleaf_cwm
nclim,0.321456703543663,aleaf_cwm
nclim,0.316596701741219,aleaf_cwm
nclim,0.371948298811913,aleaf_cwm
nclim,0.311717703938484,aleaf_cwm
nclim,0.329491800069809,aleaf_cwm
nclim,0.329717597365379,aleaf_cwm
nclim,0.330501601099968,aleaf_cwm
nclim,0.331223902106285,aleaf_cwm
nclim,0.332218703627586,aleaf_cwm
nclim,0.331569802761078,aleaf_cwm
nclim,0.332089701294899,aleaf_cwm
nclim,0.33339079618454,aleaf_cwm
nclim,0.333774897456169,aleaf_cwm
nclim,0.334297093749046,aleaf_cwm
nclim,0.334620997309685,aleaf_cwm
nclim,0.335424500703812,aleaf_cwm
nclim,0.335054495930672,aleaf_cwm
nclim,0.334687399864197,aleaf_cwm
nclim,0.334367901086807,aleaf_cwm
nclim,0.334357103705406,aleaf_cwm
nclim,0.335068398714066,aleaf_cwm
nclim,0.332817700505257,aleaf_cwm
nclim,0.335058400034905,aleaf_cwm
nclim,0.328089299798012,aleaf_cwm
nclim,0.3325709015131,aleaf_cwm
nclim,0.334166994690895,aleaf_cwm
nclim,0.332412898540497,aleaf_cwm
nclim,0.331285497546196,aleaf_cwm
nclim,0.330237197875977,aleaf_cwm
nclim,0.329000794887543,aleaf_cwm
nclim,0.327185499668121,aleaf_cwm
nclim,0.32141350209713,aleaf_cwm
nclim,0.319543901085854,aleaf_cwm
nclim,0.320602595806122,aleaf_cwm
nclim,0.322064200043678,aleaf_cwm
nclim,0.325587201118469,aleaf_cwm
nclim,0.324222201108933,aleaf_cwm
nclim,0.322853204607964,aleaf_cwm
nclim,0.315081104636192,aleaf_cwm
nclim,0.321168005466461,aleaf_cwm
nclim,0.397902598977089,aleaf_cwm
nclim,0.34059140086174,aleaf_cwm
nclim,0.330866104364395,aleaf_cwm
nclim,0.330564698576927,aleaf_cwm
nclim,0.331924101710319,aleaf_cwm
nclim,0.333557495474815,aleaf_cwm
nclim,0.331830102205276,aleaf_cwm
nclim,0.333148297667503,aleaf_cwm
nclim,0.33228719830513,aleaf_cwm
nclim,0.333475902676582,aleaf_cwm
nclim,0.333758595585823,aleaf_cwm
nclim,0.333853301405907,aleaf_cwm
nclim,0.335462301969528,aleaf_cwm
nclim,0.333749398589134,aleaf_cwm
nclim,0.335336703062057,aleaf_cwm
nclim,0.334951201081276,aleaf_cwm
nclim,0.332617095112801,aleaf_cwm
nclim,0.334872698783874,aleaf_cwm
nclim,0.334877607226372,aleaf_cwm
nclim,0.334836599230766,aleaf_cwm
nclim,0.335017496347427,aleaf_cwm
nclim,0.32810820043087,aleaf_cwm
nclim,0.33394750058651,aleaf_cwm
nclim,0.333141502737999,aleaf_cwm
nclim,0.33226390182972,aleaf_cwm
nclim,0.331836196780205,aleaf_cwm
nclim,0.331452003121376,aleaf_cwm
nclim,0.329695701599121,aleaf_cwm
nclim,0.327570199966431,aleaf_cwm
nclim,0.321876698732376,aleaf_cwm
nclim,0.31966709792614,aleaf_cwm
nclim,0.319979795813561,aleaf_cwm
nclim,0.320498901605606,aleaf_cwm
nclim,0.322513398528099,aleaf_cwm
nclim,0.324455097317696,aleaf_cwm
nclim,0.326370698213577,aleaf_cwm
nclim,0.323861601948738,aleaf_cwm
nclim,0.318162798881531,aleaf_cwm
nclim,0.259343109197087,aleaf_cwm
nclim,0.256796558698018,aleaf_cwm
nclim,0.17645500600338,aleaf_cwm
nclim,0.331603601574898,aleaf_cwm
nclim,0.331063801050186,aleaf_cwm
nclim,0.332609304785728,aleaf_cwm
nclim,0.334085500240326,aleaf_cwm
nclim,0.334696099162102,aleaf_cwm
nclim,0.333542400598526,aleaf_cwm
nclim,0.333940002322197,aleaf_cwm
nclim,0.333041599392891,aleaf_cwm
nclim,0.332898101210594,aleaf_cwm
nclim,0.334258297085762,aleaf_cwm
nclim,0.334268200397491,aleaf_cwm
nclim,0.335599499940872,aleaf_cwm
nclim,0.335931298136711,aleaf_cwm
nclim,0.335886797308922,aleaf_cwm
nclim,0.333030399680138,aleaf_cwm
nclim,0.334872597455978,aleaf_cwm
nclim,0.334804600477219,aleaf_cwm
nclim,0.334721603989601,aleaf_cwm
nclim,0.334477198123932,aleaf_cwm
nclim,0.334545597434044,aleaf_cwm
nclim,0.33429239988327,aleaf_cwm
nclim,0.333447998762131,aleaf_cwm
nclim,0.332225504517555,aleaf_cwm
nclim,0.3315220952034,aleaf_cwm
nclim,0.331723999977112,aleaf_cwm
nclim,0.331172797083855,aleaf_cwm
nclim,0.329225099086761,aleaf_cwm
nclim,0.32684800028801,aleaf_cwm
nclim,0.324698999524117,aleaf_cwm
nclim,0.322322797775269,aleaf_cwm
nclim,0.320350602269173,aleaf_cwm
nclim,0.320423102378845,aleaf_cwm
nclim,0.320167598128319,aleaf_cwm
nclim,0.324826395511627,aleaf_cwm
nclim,0.330993601679802,aleaf_cwm
nclim,0.330161800980568,aleaf_cwm
nclim,0.32861869931221,aleaf_cwm
nclim,0.335612604022026,aleaf_cwm
nclim,0.332326099276543,aleaf_cwm
nclim,0.333258500695229,aleaf_cwm
nclim,0.333656597137451,aleaf_cwm
nclim,0.334040796756744,aleaf_cwm
nclim,0.333654394745827,aleaf_cwm
nclim,0.334318596124649,aleaf_cwm
nclim,0.334580993652344,aleaf_cwm
nclim,0.33388679921627,aleaf_cwm
nclim,0.333715000748634,aleaf_cwm
nclim,0.334356299042702,aleaf_cwm
nclim,0.334332492947578,aleaf_cwm
nclim,0.334515994787216,aleaf_cwm
nclim,0.334928202629089,aleaf_cwm
nclim,0.333388099074364,aleaf_cwm
nclim,0.335399699211121,aleaf_cwm
nclim,0.334688502550125,aleaf_cwm
nclim,0.334433397650719,aleaf_cwm
nclim,0.3342728972435,aleaf_cwm
nclim,0.333953800797462,aleaf_cwm
nclim,0.334066900610924,aleaf_cwm
nclim,0.33374420106411,aleaf_cwm
nclim,0.330958700180054,aleaf_cwm
nclim,0.331330695748329,aleaf_cwm
nclim,0.330622100830078,aleaf_cwm
nclim,0.330812495946884,aleaf_cwm
nclim,0.330297794938087,aleaf_cwm
nclim,0.328842401504517,aleaf_cwm
nclim,0.325604400038719,aleaf_cwm
nclim,0.323652100563049,aleaf_cwm
nclim,0.322388297319412,aleaf_cwm
nclim,0.321209499239922,aleaf_cwm
nclim,0.321874901652336,aleaf_cwm
nclim,0.319985100626946,aleaf_cwm
nclim,0.317712301015854,aleaf_cwm
nclim,0.32985779941082,aleaf_cwm
nclim,0.331380099058151,aleaf_cwm
nclim,0.330256599187851,aleaf_cwm
nclim,0.332253801822662,aleaf_cwm
nclim,0.493858900666237,aleaf_cwm
nclim,0.279264245182276,aleaf_cwm
nclim,0.333048796653748,aleaf_cwm
nclim,0.33398070037365,aleaf_cwm
nclim,0.333456000685692,aleaf_cwm
nclim,0.334571498632431,aleaf_cwm
nclim,0.33449490070343,aleaf_cwm
nclim,0.334289595484734,aleaf_cwm
nclim,0.335412701964378,aleaf_cwm
nclim,0.335105800628662,aleaf_cwm
nclim,0.33486519753933,aleaf_cwm
nclim,0.33459919989109,aleaf_cwm
nclim,0.33425840139389,aleaf_cwm
nclim,0.334204697608948,aleaf_cwm
nclim,0.332428103685379,aleaf_cwm
nclim,0.335415303707123,aleaf_cwm
nclim,0.335084998607636,aleaf_cwm
nclim,0.334476494789124,aleaf_cwm
nclim,0.33398090004921,aleaf_cwm
nclim,0.333475396037102,aleaf_cwm
nclim,0.333688700199127,aleaf_cwm
nclim,0.333769401907921,aleaf_cwm
nclim,0.333389601111412,aleaf_cwm
nclim,0.33258929848671,aleaf_cwm
nclim,0.33027960062027,aleaf_cwm
nclim,0.330220001935959,aleaf_cwm
nclim,0.329815196990967,aleaf_cwm
nclim,0.330363899469376,aleaf_cwm
nclim,0.328724700212479,aleaf_cwm
nclim,0.3249626994133,aleaf_cwm
nclim,0.323780098557472,aleaf_cwm
nclim,0.322627401351929,aleaf_cwm
nclim,0.322493803501129,aleaf_cwm
nclim,0.321888202428818,aleaf_cwm
nclim,0.319990399479866,aleaf_cwm
nclim,0.318341797590256,aleaf_cwm
nclim,0.318039801716805,aleaf_cwm
nclim,0.330752098560333,aleaf_cwm
nclim,0.330122205615044,aleaf_cwm
nclim,0.330320802330971,aleaf_cwm
nclim,0.344337093830109,aleaf_cwm
nclim,0.33371510207653,aleaf_cwm
nclim,0.333995899558067,aleaf_cwm
nclim,0.333623200654984,aleaf_cwm
nclim,0.332283094525337,aleaf_cwm
nclim,0.334755200147629,aleaf_cwm
nclim,0.334621304273605,aleaf_cwm
nclim,0.332643499970436,aleaf_cwm
nclim,0.335699102282524,aleaf_cwm
nclim,0.334678596258163,aleaf_cwm
nclim,0.335749599337578,aleaf_cwm
nclim,0.33468020260334,aleaf_cwm
nclim,0.334350100159645,aleaf_cwm
nclim,0.334239900112152,aleaf_cwm
nclim,0.332549703121185,aleaf_cwm
nclim,0.33490070104599,aleaf_cwm
nclim,0.334595501422882,aleaf_cwm
nclim,0.332831197977066,aleaf_cwm
nclim,0.334338894486427,aleaf_cwm
nclim,0.332695597410202,aleaf_cwm
nclim,0.331407102942467,aleaf_cwm
nclim,0.334088400006294,aleaf_cwm
nclim,0.333385100960731,aleaf_cwm
nclim,0.332799503207207,aleaf_cwm
nclim,0.331292995810509,aleaf_cwm
nclim,0.329474398493767,aleaf_cwm
nclim,0.328833496570587,aleaf_cwm
nclim,0.32979199886322,aleaf_cwm
nclim,0.32928249835968,aleaf_cwm
nclim,0.325180000066757,aleaf_cwm
nclim,0.322327998280525,aleaf_cwm
nclim,0.320868998765945,aleaf_cwm
nclim,0.32146370112896,aleaf_cwm
nclim,0.322544795274735,aleaf_cwm
nclim,0.320371004939079,aleaf_cwm
nclim,0.319090098142624,aleaf_cwm
nclim,0.319081699848175,aleaf_cwm
nclim,0.322180399298668,aleaf_cwm
nclim,0.32992869913578,aleaf_cwm
nclim,0.330906105041504,aleaf_cwm
nclim,0.326201602816582,aleaf_cwm
nclim,0.248196996748447,aleaf_cwm
nclim,0.333707797527313,aleaf_cwm
nclim,0.334534299373627,aleaf_cwm
nclim,0.33247429728508,aleaf_cwm
nclim,0.334576895833015,aleaf_cwm
nclim,0.334659898281097,aleaf_cwm
nclim,0.334767100214958,aleaf_cwm
nclim,0.334575602412224,aleaf_cwm
nclim,0.336134502291679,aleaf_cwm
nclim,0.336150199174881,aleaf_cwm
nclim,0.335682901740074,aleaf_cwm
nclim,0.335123005509377,aleaf_cwm
nclim,0.334484001994133,aleaf_cwm
nclim,0.334246298670769,aleaf_cwm
nclim,0.33449199795723,aleaf_cwm
nclim,0.334605997800827,aleaf_cwm
nclim,0.334493201971054,aleaf_cwm
nclim,0.335044300556183,aleaf_cwm
nclim,0.335113096237183,aleaf_cwm
nclim,0.33352980017662,aleaf_cwm
nclim,0.332740300893784,aleaf_cwm
nclim,0.333831000328064,aleaf_cwm
nclim,0.333545804023743,aleaf_cwm
nclim,0.33254160284996,aleaf_cwm
nclim,0.331946304440498,aleaf_cwm
nclim,0.330409297347069,aleaf_cwm
nclim,0.328970503807068,aleaf_cwm
nclim,0.328890800476074,aleaf_cwm
nclim,0.329118099808693,aleaf_cwm
nclim,0.323330101370811,aleaf_cwm
nclim,0.321082097291946,aleaf_cwm
nclim,0.320010101795197,aleaf_cwm
nclim,0.319695302844048,aleaf_cwm
nclim,0.321970799565315,aleaf_cwm
nclim,0.320754301548004,aleaf_cwm
nclim,0.319693398475647,aleaf_cwm
nclim,0.319440296292305,aleaf_cwm
nclim,0.321393999457359,aleaf_cwm
nclim,0.328195995092392,aleaf_cwm
nclim,0.328742101788521,aleaf_cwm
nclim,0.315478304028511,aleaf_cwm
nclim,0.317007800936699,aleaf_cwm
nclim,0.255891112817658,aleaf_cwm
nclim,0.336391699314117,aleaf_cwm
nclim,0.334324398636818,aleaf_cwm
nclim,0.336124801635742,aleaf_cwm
nclim,0.336300802230835,aleaf_cwm
nclim,0.335632902383804,aleaf_cwm
nclim,0.335343104600906,aleaf_cwm
nclim,0.334663999080658,aleaf_cwm
nclim,0.334922099113464,aleaf_cwm
nclim,0.336178797483444,aleaf_cwm
nclim,0.336145502328873,aleaf_cwm
nclim,0.336095598340034,aleaf_cwm
nclim,0.335287797451019,aleaf_cwm
nclim,0.334983000159264,aleaf_cwm
nclim,0.332198902964592,aleaf_cwm
nclim,0.334449300169945,aleaf_cwm
nclim,0.334531304240227,aleaf_cwm
nclim,0.334460598230362,aleaf_cwm
nclim,0.335208594799042,aleaf_cwm
nclim,0.335167798399925,aleaf_cwm
nclim,0.334159597754478,aleaf_cwm
nclim,0.333092200756073,aleaf_cwm
nclim,0.333531701564789,aleaf_cwm
nclim,0.333487203717232,aleaf_cwm
nclim,0.332909899950027,aleaf_cwm
nclim,0.331787094473839,aleaf_cwm
nclim,0.331539899110794,aleaf_cwm
nclim,0.331310802698135,aleaf_cwm
nclim,0.330094200372696,aleaf_cwm
nclim,0.325978296995163,aleaf_cwm
nclim,0.322305801510811,aleaf_cwm
nclim,0.321134996414185,aleaf_cwm
nclim,0.320545297861099,aleaf_cwm
nclim,0.319590300321579,aleaf_cwm
nclim,0.320415198802948,aleaf_cwm
nclim,0.320586702227592,aleaf_cwm
nclim,0.319800698757172,aleaf_cwm
nclim,0.31981800198555,aleaf_cwm
nclim,0.322185999155045,aleaf_cwm
nclim,0.327000996470451,aleaf_cwm
nclim,0.328765395283699,aleaf_cwm
nclim,0.321462100744247,aleaf_cwm
nclim,0.313598203659058,aleaf_cwm
nclim,0.286606800556183,aleaf_cwm
nclim,0.432500004768372,aleaf_cwm
nclim,0.33777089715004,aleaf_cwm
nclim,0.335946801304817,aleaf_cwm
nclim,0.337921300530434,aleaf_cwm
nclim,0.3369569003582,aleaf_cwm
nclim,0.336611703038216,aleaf_cwm
nclim,0.336038595438004,aleaf_cwm
nclim,0.335797598958015,aleaf_cwm
nclim,0.335516598820686,aleaf_cwm
nclim,0.336143097281456,aleaf_cwm
nclim,0.336174803972244,aleaf_cwm
nclim,0.336141502857208,aleaf_cwm
nclim,0.331132000684738,aleaf_cwm
nclim,0.334936997294426,aleaf_cwm
nclim,0.334448897838593,aleaf_cwm
nclim,0.332345101237297,aleaf_cwm
nclim,0.334436097741127,aleaf_cwm
